Nombre;Fecha y hora;Azimut;Altitud;Mag.;Fase;Dist., UA;Elong.;Azimuts;Altures
Sol;18/08/2025 16:00;"+232°34'17.4""";"+50°36'19.1""";-26.55;—;1.012134;—;232.5666667;50.6
Sol;19/08/2025 16:00;"+232°19'44.8""";"+50°18'43.2""";-26.55;—;1.011945;—;232.3166667;50.3
Sol;20/08/2025 16:00;"+232°05'21.1""";"+50°00'51.4""";-26.55;—;1.011751;—;232.0833333;50
Sol;21/08/2025 16:00;"+231°51'05.9""";"+49°42'44.3""";-26.55;—;1.011552;—;231.85;49.7
Sol;22/08/2025 16:00;"+231°37'00.1""";"+49°24'22.1""";-26.55;—;1.011348;—;231.6166667;49.4
Sol;23/08/2025 16:00;"+231°23'03.0""";"+49°05'45.3""";-26.55;—;1.01114;—;231.3833333;49.08333333
Sol;24/08/2025 16:00;"+231°09'15.6""";"+48°46'54.2""";-26.55;—;1.010927;—;231.15;48.76666667
Sol;25/08/2025 16:00;"+230°55'37.1""";"+48°27'49.3""";-26.55;—;1.01071;—;230.9166667;48.45
Sol;26/08/2025 16:00;"+230°42'08.5""";"+48°08'30.8""";-26.55;—;1.010489;—;230.7;48.13333333
Sol;27/08/2025 16:00;"+230°28'49.0""";"+47°48'59.4""";-26.54;—;1.010263;—;230.4666667;47.8
Sol;28/08/2025 16:00;"+230°15'39.2""";"+47°29'15.2""";-26.54;—;1.010033;—;230.25;47.48333333
Sol;29/08/2025 16:00;"+230°02'38.5""";"+47°09'18.9""";-26.54;—;1.0098;—;230.0333333;47.15
Sol;30/08/2025 16:00;"+229°49'47.5""";"+46°49'10.7""";-26.54;—;1.009564;—;229.8166667;46.81666667
Sol;31/08/2025 16:00;"+229°37'05.2""";"+46°28'51.4""";-26.54;—;1.009324;—;229.6166667;46.46666667
Sol;01/09/2025 16:00;"+229°24'32.5""";"+46°08'21.0""";-26.54;—;1.009082;—;229.4;46.13333333
Sol;02/09/2025 16:00;"+229°12'08.4""";"+45°47'40.3""";-26.54;—;1.008838;—;229.2;45.78333333
Sol;03/09/2025 16:00;"+228°59'53.5""";"+45°26'49.6""";-26.54;—;1.008591;—;228.9833333;45.43333333
Sol;04/09/2025 16:00;"+228°47'46.9""";"+45°05'49.4""";-26.54;—;1.008343;—;228.7833333;45.08333333
Sol;05/09/2025 16:00;"+228°35'49.0""";"+44°44'40.1""";-26.54;—;1.008093;—;228.5833333;44.73333333
Sol;06/09/2025 16:00;"+228°23'58.9""";"+44°23'22.2""";-26.54;—;1.007842;—;228.3833333;44.38333333
Sol;07/09/2025 16:00;"+228°12'17.0""";"+44°01'56.2""";-26.54;—;1.00759;—;228.2;44.01666667
Sol;08/09/2025 16:00;"+228°00'42.3""";"+43°40'22.6""";-26.54;—;1.007338;—;228;43.66666667
Sol;09/09/2025 16:00;"+227°49'15.1""";"+43°18'41.6""";-26.54;—;1.007084;—;227.8166667;43.3
Sol;10/09/2025 16:00;"+227°37'54.5""";"+42°56'54.0""";-26.54;—;1.00683;—;227.6166667;42.93333333
Sol;11/09/2025 16:00;"+227°26'40.8""";"+42°35'00.0""";-26.54;—;1.006575;—;227.4333333;42.58333333
Sol;12/09/2025 16:00;"+227°15'33.0""";"+42°13'00.3""";-26.54;—;1.006319;—;227.25;42.21666667
Sol;13/09/2025 16:00;"+227°04'31.6""";"+41°50'55.1""";-26.53;—;1.006062;—;227.0666667;41.83333333
Sol;14/09/2025 16:00;"+226°53'35.5""";"+41°28'45.1""";-26.53;—;1.005803;—;226.8833333;41.46666667
Sol;15/09/2025 16:00;"+226°42'45.4""";"+41°06'30.6""";-26.53;—;1.005543;—;226.7;41.1
Sol;16/09/2025 16:00;"+226°32'00.2""";"+40°44'12.2""";-26.53;—;1.00528;—;226.5333333;40.73333333
Sol;17/09/2025 16:00;"+226°21'20.5""";"+40°21'50.3""";-26.53;—;1.005015;—;226.35;40.35
Sol;18/09/2025 16:00;"+226°10'45.4""";"+39°59'25.5""";-26.53;—;1.004747;—;226.1666667;39.98333333
Sol;19/09/2025 16:00;"+226°00'15.3""";"+39°36'58.0""";-26.53;—;1.004477;—;226;39.6
Sol;20/09/2025 16:00;"+225°49'49.5""";"+39°14'28.6""";-26.53;—;1.004205;—;225.8166667;39.23333333
Sol;21/09/2025 16:00;"+225°39'28.3""";"+38°51'57.6""";-26.53;—;1.003929;—;225.65;38.85
Sol;22/09/2025 16:00;"+225°29'11.1""";"+38°29'25.4""";-26.53;—;1.003652;—;225.4833333;38.48333333
Sol;23/09/2025 16:00;"+225°18'58.2""";"+38°06'52.5""";-26.52;—;1.003371;—;225.3;38.1
Sol;24/09/2025 16:00;"+225°08'48.8""";"+37°44'19.5""";-26.52;—;1.003089;—;225.1333333;37.73333333
Sol;25/09/2025 16:00;"+224°58'43.4""";"+37°21'46.8""";-26.52;—;1.002804;—;224.9666667;37.35
Sol;26/09/2025 16:00;"+224°48'41.1""";"+36°59'14.8""";-26.52;—;1.002518;—;224.8;36.98333333
Sol;27/09/2025 16:00;"+224°38'42.4""";"+36°36'44.0""";-26.52;—;1.00223;—;224.6333333;36.6
Sol;28/09/2025 16:00;"+224°28'46.4""";"+36°14'15.0""";-26.52;—;1.001941;—;224.4666667;36.23333333
Sol;29/09/2025 16:00;"+224°18'53.5""";"+35°51'48.1""";-26.52;—;1.00165;—;224.3;35.85
Sol;30/09/2025 16:00;"+224°09'03.0""";"+35°29'23.9""";-26.52;—;1.00136;—;224.15;35.48333333
Sol;01/10/2025 16:00;"+223°59'15.2""";"+35°07'02.8""";-26.51;—;1.001068;—;223.9833333;35.11666667
Sol;02/10/2025 16:00;"+223°49'29.3""";"+34°44'45.3""";-26.51;—;1.000777;—;223.8166667;34.73333333
Sol;03/10/2025 16:00;"+223°39'45.7""";"+34°22'32.0""";-26.51;—;1.000486;—;223.65;34.36666667
Sol;04/10/2025 16:00;"+223°30'03.6""";"+34°00'23.2""";-26.51;—;1.000196;—;223.5;34
Sol;05/10/2025 16:00;"+223°20'23.2""";"+33°38'19.4""";-26.51;—;0.999907;—;223.3333333;33.63333333
Sol;06/10/2025 16:00;"+223°10'43.7""";"+33°16'21.1""";-26.51;—;0.999619;—;223.1666667;33.26666667
Sol;07/10/2025 16:00;"+223°01'05.5""";"+32°54'28.8""";-26.5;—;0.999332;—;223.0166667;32.9
Sol;08/10/2025 16:00;"+222°51'27.5""";"+32°32'43.0""";-26.5;—;0.999048;—;222.85;32.53333333
Sol;09/10/2025 16:00;"+222°41'50.3""";"+32°11'04.0""";-26.5;—;0.998765;—;222.6833333;32.18333333
Sol;10/10/2025 16:00;"+222°32'12.9""";"+31°49'32.4""";-26.5;—;0.998484;—;222.5333333;31.81666667
Sol;11/10/2025 16:00;"+222°22'35.6""";"+31°28'08.5""";-26.5;—;0.998204;—;222.3666667;31.46666667
Sol;12/10/2025 16:00;"+222°12'57.8""";"+31°06'53.1""";-26.5;—;0.997925;—;222.2;31.1
Sol;13/10/2025 16:00;"+222°03'19.9""";"+30°45'46.4""";-26.49;—;0.997647;—;222.05;30.75
Sol;14/10/2025 16:00;"+221°53'41.1""";"+30°24'48.9""";-26.49;—;0.99737;—;221.8833333;30.4
Sol;15/10/2025 16:00;"+221°44'02.0""";"+30°04'01.2""";-26.49;—;0.997093;—;221.7333333;30.06666667
Sol;16/10/2025 16:00;"+221°34'21.8""";"+29°43'23.7""";-26.49;—;0.996817;—;221.5666667;29.71666667
Sol;17/10/2025 16:00;"+221°24'41.1""";"+29°22'56.8""";-26.49;—;0.99654;—;221.4;29.36666667
Sol;18/10/2025 16:00;"+221°14'59.2""";"+29°02'41.1""";-26.48;—;0.996264;—;221.2333333;29.03333333
Sol;19/10/2025 16:00;"+221°05'16.8""";"+28°42'36.9""";-26.48;—;0.995987;—;221.0833333;28.7
Sol;20/10/2025 16:00;"+220°55'33.1""";"+28°22'44.7""";-26.48;—;0.995711;—;220.9166667;28.36666667
Sol;21/10/2025 16:00;"+220°45'48.8""";"+28°03'04.8""";-26.48;—;0.995434;—;220.75;28.05
Sol;22/10/2025 16:00;"+220°36'03.2""";"+27°43'37.9""";-26.47;—;0.995157;—;220.6;27.71666667
Sol;23/10/2025 16:00;"+220°26'17.0""";"+27°24'24.3""";-26.47;—;0.994881;—;220.4333333;27.4
Sol;24/10/2025 16:00;"+220°16'29.5""";"+27°05'24.3""";-26.47;—;0.994605;—;220.2666667;27.08333333
Sol;25/10/2025 16:00;"+220°06'41.4""";"+26°46'38.5""";-26.47;—;0.994329;—;220.1;26.76666667
Sol;26/10/2025 15:00;"+219°56'52.1""";"+26°28'07.3""";-26.46;—;0.994054;—;219.9333333;26.46666667
Sol;27/10/2025 15:00;"+219°47'02.2""";"+26°09'51.0""";-26.46;—;0.993781;—;219.7833333;26.15
Sol;28/10/2025 15:00;"+219°37'11.2""";"+25°51'50.2""";-26.46;—;0.993508;—;219.6166667;25.85
Sol;29/10/2025 15:00;"+219°27'19.6""";"+25°34'05.1""";-26.46;—;0.993237;—;219.45;25.56666667
Sol;30/10/2025 15:00;"+219°17'27.0""";"+25°16'36.2""";-26.45;—;0.992968;—;219.2833333;25.26666667
Sol;31/10/2025 15:00;"+219°07'33.9""";"+24°59'23.9""";-26.45;—;0.992701;—;219.1166667;24.98333333
Sol;01/11/2025 15:00;"+218°57'39.8""";"+24°42'28.7""";-26.45;—;0.992437;—;218.95;24.7
Sol;02/11/2025 15:00;"+218°47'45.2""";"+24°25'50.8""";-26.45;—;0.992175;—;218.7833333;24.41666667
Sol;03/11/2025 15:00;"+218°37'49.6""";"+24°09'30.7""";-26.44;—;0.991917;—;218.6166667;24.15
Sol;04/11/2025 15:00;"+218°27'53.7""";"+23°53'28.8""";-26.44;—;0.991663;—;218.45;23.88333333
Sol;05/11/2025 15:00;"+218°17'56.6""";"+23°37'45.4""";-26.44;—;0.991413;—;218.2833333;23.61666667
Sol;06/11/2025 15:00;"+218°07'59.2""";"+23°22'20.8""";-26.44;—;0.991167;—;218.1166667;23.36666667
Sol;07/11/2025 15:00;"+217°58'00.6""";"+23°07'15.5""";-26.43;—;0.990926;—;217.9666667;23.11666667
Sol;08/11/2025 15:00;"+217°48'01.7""";"+22°52'29.8""";-26.43;—;0.990688;—;217.8;22.86666667
Sol;09/11/2025 15:00;"+217°38'01.9""";"+22°38'04.2""";-26.43;—;0.990454;—;217.6333333;22.63333333
Sol;10/11/2025 15:00;"+217°28'01.8""";"+22°23'58.8""";-26.42;—;0.990224;—;217.4666667;22.38333333
Sol;11/11/2025 15:00;"+217°18'01.0""";"+22°10'14.2""";-26.42;—;0.989997;—;217.3;22.16666667
Sol;12/11/2025 15:00;"+217°08'00.2""";"+21°56'50.7""";-26.42;—;0.989773;—;217.1333333;21.93333333
Sol;13/11/2025 15:00;"+216°57'59.0""";"+21°43'48.5""";-26.42;—;0.989552;—;216.95;21.71666667
Sol;14/11/2025 15:00;"+216°47'58.1""";"+21°31'08.0""";-26.41;—;0.989334;—;216.7833333;21.51666667
Sol;15/11/2025 15:00;"+216°37'57.3""";"+21°18'49.6""";-26.41;—;0.989119;—;216.6166667;21.3
Sol;16/11/2025 15:00;"+216°27'57.2""";"+21°06'53.4""";-26.41;—;0.988905;—;216.45;21.1
Sol;17/11/2025 15:00;"+216°17'57.6""";"+20°55'19.8""";-26.41;—;0.988695;—;216.2833333;20.91666667
Sol;18/11/2025 15:00;"+216°07'59.4""";"+20°44'09.0""";-26.4;—;0.988486;—;216.1166667;20.73333333
Sol;19/11/2025 15:00;"+215°58'02.1""";"+20°33'21.4""";-26.4;—;0.98828;—;215.9666667;20.55
Sol;20/11/2025 15:00;"+215°48'06.6""";"+20°22'57.0""";-26.4;—;0.988076;—;215.8;20.36666667
Sol;21/11/2025 15:00;"+215°38'12.6""";"+20°12'56.2""";-26.4;—;0.987874;—;215.6333333;20.2
Sol;22/11/2025 15:00;"+215°28'21.1""";"+20°03'19.1""";-26.39;—;0.987675;—;215.4666667;20.05
Sol;23/11/2025 15:00;"+215°18'31.7""";"+19°54'06.0""";-26.39;—;0.987479;—;215.3;19.9
Sol;24/11/2025 15:00;"+215°08'45.2""";"+19°45'17.0""";-26.39;—;0.987285;—;215.1333333;19.75
Sol;25/11/2025 15:00;"+214°59'01.6""";"+19°36'52.5""";-26.39;—;0.987094;—;214.9833333;19.6
Sol;26/11/2025 15:00;"+214°49'21.5""";"+19°28'52.4""";-26.38;—;0.986906;—;214.8166667;19.46666667
Sol;27/11/2025 15:00;"+214°39'44.8""";"+19°21'17.1""";-26.38;—;0.986722;—;214.65;19.35
Sol;28/11/2025 15:00;"+214°30'12.4""";"+19°14'06.5""";-26.38;—;0.986542;—;214.5;19.23333333
Sol;29/11/2025 15:00;"+214°20'44.0""";"+19°07'21.0""";-26.38;—;0.986366;—;214.3333333;19.11666667
Sol;30/11/2025 15:00;"+214°11'20.5""";"+19°01'00.6""";-26.38;—;0.986194;—;214.1833333;19.01666667
Sol;01/12/2025 15:00;"+214°02'01.5""";"+18°55'05.5""";-26.38;—;0.986027;—;214.0333333;18.91666667
Sol;02/12/2025 15:00;"+213°52'47.9""";"+18°49'35.8""";-26.37;—;0.985865;—;213.8666667;18.81666667
Sol;03/12/2025 15:00;"+213°43'39.4""";"+18°44'31.5""";-26.37;—;0.985709;—;213.7166667;18.73333333
Sol;04/12/2025 15:00;"+213°34'36.7""";"+18°39'52.8""";-26.37;—;0.985559;—;213.5666667;18.65
Sol;05/12/2025 15:00;"+213°25'39.7""";"+18°35'39.7""";-26.37;—;0.985415;—;213.4166667;18.58333333
Sol;06/12/2025 15:00;"+213°16'49.0""";"+18°31'52.4""";-26.37;—;0.985276;—;213.2666667;18.51666667
Sol;07/12/2025 15:00;"+213°08'04.3""";"+18°28'31.0""";-26.37;—;0.985144;—;213.1333333;18.46666667
Sol;08/12/2025 15:00;"+212°59'26.7""";"+18°25'35.4""";-26.37;—;0.985017;—;212.9833333;18.41666667
Sol;09/12/2025 15:00;"+212°50'55.7""";"+18°23'05.8""";-26.37;—;0.984896;—;212.8333333;18.38333333
Sol;10/12/2025 15:00;"+212°42'32.2""";"+18°21'02.3""";-26.37;—;0.98478;—;212.7;18.35
Sol;11/12/2025 15:00;"+212°34'16.1""";"+18°19'24.9""";-26.37;—;0.984669;—;212.5666667;18.31666667
Sol;12/12/2025 15:00;"+212°26'08.3""";"+18°18'13.4""";-26.37;—;0.984563;—;212.4333333;18.3
Sol;13/12/2025 15:00;"+212°18'08.5""";"+18°17'28.2""";-26.37;—;0.984461;—;212.3;18.28333333
Sol;14/12/2025 15:00;"+212°10'17.7""";"+18°17'08.8""";-26.37;—;0.984364;—;212.1666667;18.28333333
Sol;15/12/2025 15:00;"+212°02'35.6""";"+18°17'15.6""";-26.37;—;0.98427;—;212.0333333;18.28333333
Sol;16/12/2025 15:00;"+211°55'03.4""";"+18°17'48.1""";-26.37;—;0.984181;—;211.9166667;18.28333333
Sol;17/12/2025 15:00;"+211°47'40.7""";"+18°18'46.6""";-26.37;—;0.984096;—;211.7833333;18.3
Sol;18/12/2025 15:00;"+211°40'28.5""";"+18°20'10.6""";-26.37;—;0.984014;—;211.6666667;18.33333333
Sol;19/12/2025 15:00;"+211°33'26.8""";"+18°22'00.4""";-26.37;—;0.983936;—;211.55;18.36666667
Sol;20/12/2025 15:00;"+211°26'36.3""";"+18°24'15.6""";-26.37;—;0.983862;—;211.4333333;18.4
Sol;21/12/2025 15:00;"+211°19'57.1""";"+18°26'56.1""";-26.37;—;0.983791;—;211.3166667;18.43333333
Sol;22/12/2025 15:00;"+211°13'29.9""";"+18°30'01.8""";-26.37;—;0.983724;—;211.2166667;18.5
Sol;23/12/2025 15:00;"+211°07'14.8""";"+18°33'32.5""";-26.37;—;0.983661;—;211.1166667;18.55
Sol;24/12/2025 15:00;"+211°01'12.5""";"+18°37'28.0""";-26.37;—;0.983602;—;211.0166667;18.61666667
Sol;25/12/2025 15:00;"+210°55'23.0""";"+18°41'48.2""";-26.38;—;0.983547;—;210.9166667;18.68333333
Sol;26/12/2025 15:00;"+210°49'47.2""";"+18°46'32.7""";-26.38;—;0.983497;—;210.8166667;18.76666667
Sol;27/12/2025 15:00;"+210°44'24.9""";"+18°51'41.6""";-26.38;—;0.983451;—;210.7333333;18.85
Sol;28/12/2025 15:00;"+210°39'16.9""";"+18°57'14.3""";-26.38;—;0.98341;—;210.65;18.95
Sol;29/12/2025 15:00;"+210°34'23.0""";"+19°03'11.0""";-26.38;—;0.983374;—;210.5666667;19.05
Sol;30/12/2025 15:00;"+210°29'44.2""";"+19°09'31.1""";-26.39;—;0.983344;—;210.4833333;19.15
Sol;31/12/2025 15:00;"+210°25'20.0""";"+19°16'14.6""";-26.39;—;0.983321;—;210.4166667;19.26666667
Sol;01/01/2026 15:00;"+210°21'11.2""";"+19°23'21.1""";-26.39;—;0.983303;—;210.35;19.38333333
