Nombre;Fecha y hora;Azimut;Altitud;Mag.;Fase;Dist., UA;Elong.;Azimuts;Altures;;;;
Sol;09/09/2025 10:00;"+109°04'46.8""";"+27°37'55.3""";-26.45;—;1.007157;—;109.0666667;27.61666667;;109;4;
Sol;10/09/2025 10:00;"+109°27'06.3""";"+27°25'39.4""";-26.45;—;1.006903;—;109.45;27.41666667;;109;27;
Sol;11/09/2025 10:00;"+109°49'26.7""";"+27°13'18.1""";-26.44;—;1.006649;—;109.8166667;27.21666667;;109;49;
Sol;12/09/2025 10:00;"+110°11'47.1""";"+27°00'50.9""";-26.44;—;1.006393;—;110.1833333;27;;110;11;
Sol;13/09/2025 10:00;"+110°34'07.2""";"+26°48'18.4""";-26.44;—;1.006136;—;110.5666667;26.8;;110;34;
Sol;14/09/2025 10:00;"+110°56'26.3""";"+26°35'40.0""";-26.44;—;1.005877;—;110.9333333;26.58333333;;110;56;
Sol;15/09/2025 10:00;"+111°18'44.1""";"+26°22'56.2""";-26.44;—;1.005617;—;111.3;26.36666667;;111;18;
Sol;16/09/2025 10:00;"+111°40'59.8""";"+26°10'06.7""";-26.44;—;1.005355;—;111.6666667;26.16666667;;111;40;
Sol;17/09/2025 10:00;"+112°03'13.1""";"+25°57'11.9""";-26.44;—;1.00509;—;112.05;25.95;;112;3;
Sol;18/09/2025 10:00;"+112°25'23.4""";"+25°44'11.4""";-26.43;—;1.004823;—;112.4166667;25.73333333;;112;25;
Sol;19/09/2025 10:00;"+112°47'30.3""";"+25°31'05.9""";-26.43;—;1.004554;—;112.7833333;25.51666667;;112;47;
Sol;20/09/2025 10:00;"+113°09'33.1""";"+25°17'54.8""";-26.43;—;1.004282;—;113.15;25.28333333;;113;9;
Sol;21/09/2025 10:00;"+113°31'31.7""";"+25°04'38.9""";-26.43;—;1.004007;—;113.5166667;25.06666667;;113;31;
Sol;22/09/2025 10:00;"+113°53'25.3""";"+24°51'17.7""";-26.43;—;1.00373;—;113.8833333;24.85;;113;53;
Sol;23/09/2025 10:00;"+114°15'13.6""";"+24°37'51.8""";-26.42;—;1.00345;—;114.25;24.61666667;;114;15;
Sol;24/09/2025 10:00;"+114°36'56.0""";"+24°24'20.9""";-26.42;—;1.003168;—;114.6;24.4;;114;36;
Sol;25/09/2025 10:00;"+114°58'32.2""";"+24°10'45.5""";-26.42;—;1.002884;—;114.9666667;24.16666667;;114;58;
Sol;26/09/2025 10:00;"+115°20'01.6""";"+23°57'05.3""";-26.42;—;1.002598;—;115.3333333;23.95;;115;20;
Sol;27/09/2025 10:00;"+115°41'23.8""";"+23°43'20.9""";-26.42;—;1.002311;—;115.6833333;23.71666667;;115;41;
Sol;28/09/2025 10:00;"+116°02'38.3""";"+23°29'31.9""";-26.41;—;1.002021;—;116.0333333;23.48333333;;116;2;
Sol;29/09/2025 10:00;"+116°23'44.7""";"+23°15'38.9""";-26.41;—;1.001731;—;116.3833333;23.25;;116;23;
Sol;30/09/2025 10:00;"+116°44'42.5""";"+23°01'41.6""";-26.41;—;1.00144;—;116.7333333;23.01666667;;116;44;
Sol;01/10/2025 10:00;"+117°05'31.3""";"+22°47'40.5""";-26.41;—;1.001149;—;117.0833333;22.78333333;;117;5;
Sol;02/10/2025 10:00;"+117°26'10.5""";"+22°33'35.3""";-26.4;—;1.000858;—;117.4333333;22.55;;117;26;
Sol;03/10/2025 10:00;"+117°46'39.8""";"+22°19'26.6""";-26.4;—;1.000567;—;117.7666667;22.31666667;;117;46;
Sol;04/10/2025 10:00;"+118°06'58.7""";"+22°05'14.0""";-26.4;—;1.000276;—;118.1;22.08333333;;118;6;
Sol;05/10/2025 10:00;"+118°27'06.8""";"+21°50'58.2""";-26.4;—;0.999987;—;118.45;21.83333333;;118;27;
Sol;06/10/2025 10:00;"+118°47'03.5""";"+21°36'38.6""";-26.39;—;0.999698;—;118.7833333;21.6;;118;47;
Sol;07/10/2025 10:00;"+119°06'48.5""";"+21°22'15.9""";-26.39;—;0.999412;—;119.1;21.36666667;;119;6;
Sol;08/10/2025 10:00;"+119°26'21.3""";"+21°07'49.6""";-26.39;—;0.999127;—;119.4333333;21.11666667;;119;26;
Sol;09/10/2025 10:00;"+119°45'41.6""";"+20°53'20.4""";-26.38;—;0.998843;—;119.75;20.88333333;;119;45;
Sol;10/10/2025 10:00;"+120°04'48.7""";"+20°38'47.7""";-26.38;—;0.998561;—;120.0666667;20.63333333;;120;4;
Sol;11/10/2025 10:00;"+120°23'42.5""";"+20°24'12.3""";-26.38;—;0.998281;—;120.3833333;20.4;;120;23;
Sol;12/10/2025 10:00;"+120°42'22.2""";"+20°09'33.9""";-26.37;—;0.998002;—;120.7;20.15;;120;42;
Sol;13/10/2025 10:00;"+121°00'47.7""";"+19°54'53.0""";-26.37;—;0.997724;—;121;19.9;;121;0;
Sol;14/10/2025 10:00;"+121°18'58.4""";"+19°40'09.4""";-26.36;—;0.997447;—;121.3;19.66666667;;121;18;
Sol;15/10/2025 10:00;"+121°36'54.2""";"+19°25'23.9""";-26.36;—;0.99717;—;121.6;19.41666667;;121;36;
Sol;16/10/2025 10:00;"+121°54'34.3""";"+19°10'36.1""";-26.36;—;0.996893;—;121.9;19.16666667;;121;54;
Sol;17/10/2025 10:00;"+122°11'58.8""";"+18°55'46.8""";-26.35;—;0.996617;—;122.1833333;18.91666667;;122;11;
Sol;18/10/2025 10:00;"+122°29'06.9""";"+18°40'55.9""";-26.35;—;0.99634;—;122.4833333;18.66666667;;122;29;
Sol;19/10/2025 10:00;"+122°45'58.8""";"+18°26'04.0""";-26.34;—;0.996064;—;122.75;18.43333333;;122;45;
Sol;20/10/2025 10:00;"+123°02'33.7""";"+18°11'11.0""";-26.34;—;0.995787;—;123.0333333;18.18333333;;123;2;
Sol;21/10/2025 10:00;"+123°18'51.6""";"+17°56'17.7""";-26.33;—;0.99551;—;123.3;17.93333333;;123;18;
Sol;22/10/2025 10:00;"+123°34'52.0""";"+17°41'23.8""";-26.33;—;0.995234;—;123.5666667;17.68333333;;123;34;
Sol;23/10/2025 10:00;"+123°50'34.8""";"+17°26'30.2""";-26.32;—;0.994957;—;123.8333333;17.43333333;;123;50;
Sol;24/10/2025 10:00;"+124°05'59.6""";"+17°11'36.6""";-26.32;—;0.994681;—;124.0833333;17.18333333;;124;5;
Sol;25/10/2025 10:00;"+124°21'06.2""";"+16°56'44.0""";-26.31;—;0.994405;—;124.35;16.93333333;;124;21;
Sol;26/10/2025 9:00;"+124°35'54.2""";"+16°41'52.1""";-26.31;—;0.99413;—;124.5833333;16.68333333;;124;35;
Sol;27/10/2025 9:00;"+124°50'23.6""";"+16°27'01.8""";-26.3;—;0.993856;—;124.8333333;16.45;;124;50;
Sol;28/10/2025 9:00;"+125°04'33.9""";"+16°12'12.9""";-26.3;—;0.993583;—;125.0666667;16.2;;125;4;
Sol;29/10/2025 9:00;"+125°18'25.0""";"+15°57'26.1""";-26.29;—;0.993311;—;125.3;15.95;;125;18;
Sol;30/10/2025 9:00;"+125°31'56.5""";"+15°42'41.5""";-26.28;—;0.993041;—;125.5166667;15.7;;125;31;
Sol;31/10/2025 9:00;"+125°45'08.4""";"+15°27'59.7""";-26.28;—;0.992774;—;125.75;15.45;;125;45;
Sol;01/11/2025 9:00;"+125°58'00.2""";"+15°13'20.6""";-26.27;—;0.992509;—;125.9666667;15.21666667;;125;58;
Sol;02/11/2025 9:00;"+126°10'32.0""";"+14°58'45.0""";-26.26;—;0.992247;—;126.1666667;14.96666667;;126;10;
Sol;03/11/2025 9:00;"+126°22'43.2""";"+14°44'12.7""";-26.26;—;0.991988;—;126.3666667;14.73333333;;126;22;
Sol;04/11/2025 9:00;"+126°34'33.9""";"+14°29'44.5""";-26.25;—;0.991733;—;126.5666667;14.48333333;;126;34;
Sol;05/11/2025 9:00;"+126°46'03.5""";"+14°15'20.2""";-26.24;—;0.991482;—;126.7666667;14.25;;126;46;
Sol;06/11/2025 9:00;"+126°57'12.3""";"+14°01'00.5""";-26.23;—;0.991235;—;126.95;14.01666667;;126;57;
Sol;07/11/2025 9:00;"+127°07'59.6""";"+13°46'45.2""";-26.22;—;0.990992;—;127.1166667;13.76666667;;127;7;
Sol;08/11/2025 9:00;"+127°18'25.5""";"+13°32'35.0""";-26.22;—;0.990754;—;127.3;13.53333333;;127;18;
Sol;09/11/2025 9:00;"+127°28'29.6""";"+13°18'30.0""";-26.21;—;0.990519;—;127.4666667;13.3;;127;28;
Sol;10/11/2025 9:00;"+127°38'12.0""";"+13°04'30.8""";-26.2;—;0.990288;—;127.6333333;13.06666667;;127;38;
Sol;11/11/2025 9:00;"+127°47'32.1""";"+12°50'37.3""";-26.19;—;0.99006;—;127.7833333;12.83333333;;127;47;
Sol;12/11/2025 9:00;"+127°56'30.2""";"+12°36'50.4""";-26.18;—;0.989835;—;127.9333333;12.6;;127;56;
Sol;13/11/2025 9:00;"+128°05'05.8""";"+12°23'10.1""";-26.17;—;0.989614;—;128.0833333;12.38333333;;128;5;
Sol;14/11/2025 9:00;"+128°13'19.1""";"+12°09'37.1""";-26.16;—;0.989395;—;128.2166667;12.15;;128;13;
Sol;15/11/2025 9:00;"+128°21'09.7""";"+11°56'11.5""";-26.15;—;0.989179;—;128.35;11.93333333;;128;21;
Sol;16/11/2025 9:00;"+128°28'37.9""";"+11°42'54.2""";-26.14;—;0.988965;—;128.4666667;11.7;;128;28;
Sol;17/11/2025 9:00;"+128°35'43.2""";"+11°29'45.0""";-26.13;—;0.988754;—;128.5833333;11.48333333;;128;35;
Sol;18/11/2025 9:00;"+128°42'26.1""";"+11°16'44.9""";-26.12;—;0.988545;—;128.7;11.26666667;;128;42;
Sol;19/11/2025 9:00;"+128°48'46.0""";"+11°03'53.9""";-26.11;—;0.988338;—;128.8;11.05;;128;48;
Sol;20/11/2025 9:00;"+128°54'43.4""";"+10°51'12.7""";-26.1;—;0.988134;—;128.9;10.85;;128;54;
Sol;21/11/2025 9:00;"+129°00'17.9""";"+10°38'41.6""";-26.08;—;0.987932;—;129;10.63333333;;129;0;
Sol;22/11/2025 9:00;"+129°05'29.8""";"+10°26'21.2""";-26.07;—;0.987732;—;129.0833333;10.43333333;;129;5;
Sol;23/11/2025 9:00;"+129°10'18.9""";"+10°14'11.6""";-26.06;—;0.987535;—;129.1666667;10.23333333;;129;10;
Sol;24/11/2025 9:00;"+129°14'45.5""";"+10°02'13.7""";-26.05;—;0.98734;—;129.2333333;10.03333333;;129;14;
Sol;25/11/2025 9:00;"+129°18'49.4""";"+9°50'27.5""";-26.03;—;0.987149;—;129.3;9.833333333;;129;18;
Sol;26/11/2025 9:00;"+129°22'30.8""";"+9°38'53.8""";-26.02;—;0.98696;—;129.3666667;9.633333333;;129;22;
Sol;27/11/2025 9:00;"+129°25'49.7""";"+9°27'32.6""";-26.01;—;0.986775;—;129.4166667;9.45;;129;25;
Sol;28/11/2025 9:00;"+129°28'46.3""";"+9°16'24.8""";-25.99;—;0.986594;—;129.4666667;9.266666667;;129;28;
Sol;29/11/2025 9:00;"+129°31'20.3""";"+9°05'30.3""";-25.98;—;0.986416;—;129.5166667;9.083333333;;129;31;
Sol;30/11/2025 9:00;"+129°33'32.3""";"+8°54'50.0""";-25.96;—;0.986244;—;129.55;8.9;;129;33;
Sol;01/12/2025 9:00;"+129°35'21.9""";"+8°44'23.7""";-25.95;—;0.986075;—;129.5833333;8.733333333;;129;35;
Sol;02/12/2025 9:00;"+129°36'49.6""";"+8°34'12.3""";-25.94;—;0.985913;—;129.6;8.566666667;;129;36;
Sol;03/12/2025 9:00;"+129°37'55.1""";"+8°24'15.7""";-25.92;—;0.985755;—;129.6166667;8.4;;129;37;
Sol;04/12/2025 9:00;"+129°38'38.8""";"+8°14'34.5""";-25.91;—;0.985603;—;129.6333333;8.233333333;;129;38;
Sol;05/12/2025 9:00;"+129°39'00.5""";"+8°05'08.7""";-25.89;—;0.985458;—;129.65;8.083333333;;129;39;
Sol;06/12/2025 9:00;"+129°39'00.7""";"+7°55'58.9""";-25.88;—;0.985318;—;129.65;7.916666667;;129;39;
Sol;07/12/2025 9:00;"+129°38'38.9""";"+7°47'05.1""";-25.86;—;0.985184;—;129.6333333;7.783333333;;129;38;
Sol;08/12/2025 9:00;"+129°37'55.8""";"+7°38'28.0""";-25.85;—;0.985056;—;129.6166667;7.633333333;;129;37;
Sol;09/12/2025 9:00;"+129°36'51.1""";"+7°30'07.6""";-25.83;—;0.984934;—;129.6;7.5;;129;36;
Sol;10/12/2025 9:00;"+129°35'25.2""";"+7°22'04.5""";-25.81;—;0.984817;—;129.5833333;7.366666667;;129;35;
Sol;11/12/2025 9:00;"+129°33'38.0""";"+7°14'18.8""";-25.8;—;0.984705;—;129.55;7.233333333;;129;33;
Sol;12/12/2025 9:00;"+129°31'30.0""";"+7°06'51.0""";-25.78;—;0.984597;—;129.5166667;7.1;;129;31;
Sol;13/12/2025 9:00;"+129°29'01.0""";"+6°59'41.3""";-25.77;—;0.984494;—;129.4833333;6.983333333;;129;29;
Sol;14/12/2025 9:00;"+129°26'11.8""";"+6°52'50.2""";-25.76;—;0.984396;—;129.4333333;6.866666667;;129;26;
Sol;15/12/2025 9:00;"+129°23'02.0""";"+6°46'17.7""";-25.74;—;0.984302;—;129.3833333;6.766666667;;129;23;
Sol;16/12/2025 9:00;"+129°19'32.4""";"+6°40'04.5""";-25.73;—;0.984212;—;129.3166667;6.666666667;;129;19;
Sol;17/12/2025 9:00;"+129°15'42.9""";"+6°34'10.6""";-25.71;—;0.984125;—;129.25;6.566666667;;129;15;
Sol;18/12/2025 9:00;"+129°11'34.1""";"+6°28'36.6""";-25.7;—;0.984043;—;129.1833333;6.466666667;;129;11;
Sol;19/12/2025 9:00;"+129°07'06.0""";"+6°23'22.5""";-25.69;—;0.983964;—;129.1166667;6.383333333;;129;7;
Sol;20/12/2025 9:00;"+129°02'19.3""";"+6°18'28.9""";-25.68;—;0.983889;—;129.0333333;6.3;;129;2;
Sol;21/12/2025 9:00;"+128°57'13.9""";"+6°13'55.7""";-25.66;—;0.983817;—;128.95;6.216666667;;128;57;
Sol;22/12/2025 9:00;"+128°51'50.5""";"+6°09'43.5""";-25.65;—;0.983749;—;128.85;6.15;;128;51;
Sol;23/12/2025 9:00;"+128°46'09.1""";"+6°05'52.3""";-25.64;—;0.983685;—;128.7666667;6.083333333;;128;46;
Sol;24/12/2025 9:00;"+128°40'10.4""";"+6°02'22.7""";-25.63;—;0.983625;—;128.6666667;6.033333333;;128;40;
Sol;25/12/2025 9:00;"+128°33'54.4""";"+5°59'14.5""";-25.63;—;0.98357;—;128.55;5.983333333;;128;33;
Sol;26/12/2025 9:00;"+128°27'21.9""";"+5°56'28.3""";-25.62;—;0.983518;—;128.45;5.933333333;;128;27;
Sol;27/12/2025 9:00;"+128°20'32.7""";"+5°54'04.0""";-25.61;—;0.983471;—;128.3333333;5.9;;128;20;
Sol;28/12/2025 9:00;"+128°13'27.7""";"+5°52'02.1""";-25.61;—;0.983429;—;128.2166667;5.866666667;;128;13;
Sol;29/12/2025 9:00;"+128°06'06.8""";"+5°50'22.4""";-25.6;—;0.983392;—;128.1;5.833333333;;128;6;
Sol;30/12/2025 9:00;"+127°58'30.7""";"+5°49'05.4""";-25.6;—;0.983361;—;127.9666667;5.816666667;;127;58;
Sol;31/12/2025 9:00;"+127°50'39.4""";"+5°48'10.8""";-25.59;—;0.983336;—;127.8333333;5.8;;127;50;
Sol;01/01/2026 9:00;"+127°42'33.5""";"+5°47'39.1""";-25.59;—;0.983317;—;127.7;5.783333333;;127;42;
