Nombre;Fecha y hora;Azimut;Altitud;Mag.;Fase;Dist., UA;Azimuts;Altures;;;;;;;;;Altures
Sol;02/07/2025 13:00;"+143°28'23.0""";"+68°07'29.6""";-26.57;—;1,016,600;143.4666667;68.11666667;143;28;;143.4666667;;68;7;;68.11666667
Sol;03/07/2025 13:00;"+143°28'41.6""";"+68°02'01.3""";-26.57;—;1,016,604;143.4666667;68.03333333;143;28;;143.4666667;;68;2;;68.03333333
Sol;04/07/2025 13:00;"+143°29'40.3""";"+67°56'14.0""";-26.57;—;1,016,603;143.4833333;67.93333333;143;29;;143.4833333;;67;56;;67.93333333
Sol;05/07/2025 13:00;"+143°31'20.3""";"+67°50'08.4""";-26.57;—;1,016,598;143.5166667;67.83333333;143;31;;143.5166667;;67;50;;67.83333333
Sol;06/07/2025 13:00;"+143°33'40.1""";"+67°43'44.2""";-26.57;—;1,016,589;143.55;67.71666667;143;33;;143.55;;67;43;;67.71666667
Sol;07/07/2025 13:00;"+143°36'40.6""";"+67°37'02.1""";-26.57;—;1,016,576;143.6;67.61666667;143;36;;143.6;;67;37;;67.61666667
Sol;08/07/2025 13:00;"+143°40'20.2""";"+67°30'01.9""";-26.57;—;1,016,560;143.6666667;67.5;143;40;;143.6666667;;67;30;;67.5
Sol;09/07/2025 13:00;"+143°44'39.6""";"+67°22'44.2""";-26.57;—;1,016,539;143.7333333;67.36666667;143;44;;143.7333333;;67;22;;67.36666667
Sol;10/07/2025 13:00;"+143°49'37.2""";"+67°15'08.7""";-26.57;—;1,016,515;143.8166667;67.25;143;49;;143.8166667;;67;15;;67.25
Sol;11/07/2025 13:00;"+143°55'13.4""";"+67°07'16.1""";-26.57;—;1,016,488;143.9166667;67.11666667;143;55;;143.9166667;;67;7;;67.11666667
Sol;12/07/2025 13:00;"+144°01'26.6""";"+66°59'06.0""";-26.57;—;1,016,457;144.0166667;66.98333333;144;1;;144.0166667;;66;59;;66.98333333
Sol;13/07/2025 13:00;"+144°08'17.1""";"+66°50'39.1""";-26.57;—;1,016,423;144.1333333;66.83333333;144;8;;144.1333333;;66;50;;66.83333333
Sol;14/07/2025 13:00;"+144°15'43.2""";"+66°41'55.1""";-26.57;—;1,016,386;144.25;66.68333333;144;15;;144.25;;66;41;;66.68333333
Sol;15/07/2025 13:00;"+144°23'45.1""";"+66°32'54.4""";-26.57;—;1,016,344;144.3833333;66.53333333;144;23;;144.3833333;;66;32;;66.53333333
Sol;16/07/2025 13:00;"+144°32'21.0""";"+66°23'37.0""";-26.57;—;1,016,299;144.5333333;66.38333333;144;32;;144.5333333;;66;23;;66.38333333
Sol;17/07/2025 13:00;"+144°41'31.2""";"+66°14'03.2""";-26.57;—;1,016,250;144.6833333;66.23333333;144;41;;144.6833333;;66;14;;66.23333333
Sol;18/07/2025 13:00;"+144°51'13.8""";"+66°04'12.8""";-26.57;—;1,016,196;144.85;66.06666667;144;51;;144.85;;66;4;;66.06666667
Sol;19/07/2025 13:00;"+145°01'29.0""";"+65°54'06.4""";-26.57;—;1,016,138;145.0166667;65.9;145;1;;145.0166667;;65;54;;65.9
Sol;20/07/2025 13:00;"+145°12'15.0""";"+65°43'43.8""";-26.56;—;1,016,074;145.2;65.71666667;145;12;;145.2;;65;43;;65.71666667
Sol;21/07/2025 13:00;"+145°23'31.9""";"+65°33'05.5""";-26.56;—;1,016,005;145.3833333;65.55;145;23;;145.3833333;;65;33;;65.55
Sol;22/07/2025 13:00;"+145°35'17.8""";"+65°22'11.3""";-26.56;—;1,015,930;145.5833333;65.36666667;145;35;;145.5833333;;65;22;;65.36666667
Sol;23/07/2025 13:00;"+145°47'33.1""";"+65°11'01.8""";-26.56;—;1,015,850;145.7833333;65.18333333;145;47;;145.7833333;;65;11;;65.18333333
Sol;24/07/2025 13:00;"+146°00'15.9""";"+64°59'36.9""";-26.56;—;1,015,763;146;64.98333333;146;0;;146;;64;59;;64.98333333
Sol;25/07/2025 13:00;"+146°13'26.4""";"+64°47'57.1""";-26.56;—;1,015,670;146.2166667;64.78333333;146;13;;146.2166667;;64;47;;64.78333333
Sol;26/07/2025 13:00;"+146°27'02.6""";"+64°36'02.2""";-26.56;—;1,015,572;146.45;64.6;146;27;;146.45;;64;36;;64.6
Sol;27/07/2025 13:00;"+146°41'04.8""";"+64°23'52.8""";-26.56;—;1,015,467;146.6833333;64.38333333;146;41;;146.6833333;;64;23;;64.38333333
Sol;28/07/2025 13:00;"+146°55'31.1""";"+64°11'28.6""";-26.56;—;1,015,357;146.9166667;64.18333333;146;55;;146.9166667;;64;11;;64.18333333
Sol;29/07/2025 13:00;"+147°10'21.3""";"+63°58'50.2""";-26.56;—;1,015,242;147.1666667;63.96666667;147;10;;147.1666667;;63;58;;63.96666667
Sol;30/07/2025 13:00;"+147°25'33.7""";"+63°45'57.4""";-26.56;—;1,015,122;147.4166667;63.75;147;25;;147.4166667;;63;45;;63.75
Sol;31/07/2025 13:00;"+147°41'08.1""";"+63°32'50.6""";-26.56;—;1,014,997;147.6833333;63.53333333;147;41;;147.6833333;;63;32;;63.53333333
Sol;01/08/2025 13:00;"+147°57'02.5""";"+63°19'29.7""";-26.56;—;1,014,867;147.95;63.31666667;147;57;;147.95;;63;19;;63.31666667
Sol;02/08/2025 13:00;"+148°13'17.0""";"+63°05'55.2""";-26.56;—;1,014,733;148.2166667;63.08333333;148;13;;148.2166667;;63;5;;63.08333333
Sol;03/08/2025 13:00;"+148°29'49.5""";"+62°52'06.8""";-26.56;—;1,014,594;148.4833333;62.86666667;148;29;;148.4833333;;62;52;;62.86666667
Sol;04/08/2025 13:00;"+148°46'39.9""";"+62°38'05.0""";-26.56;—;1,014,452;148.7666667;62.63333333;148;46;;148.7666667;;62;38;;62.63333333
Sol;05/08/2025 13:00;"+149°03'46.2""";"+62°23'49.7""";-26.56;—;1,014,307;149.05;62.38333333;149;3;;149.05;;62;23;;62.38333333
Sol;06/08/2025 13:00;"+149°21'08.4""";"+62°09'21.2""";-26.56;—;1,014,158;149.35;62.15;149;21;;149.35;;62;9;;62.15
Sol;07/08/2025 13:00;"+149°38'44.4""";"+61°54'39.4""";-26.56;—;1,014,006;149.6333333;61.9;149;38;;149.6333333;;61;54;;61.9
Sol;08/08/2025 13:00;"+149°56'34.2""";"+61°39'44.6""";-26.56;—;1,013,852;149.9333333;61.65;149;56;;149.9333333;;61;39;;61.65
Sol;09/08/2025 13:00;"+150°14'35.7""";"+61°24'36.7""";-26.56;—;1,013,695;150.2333333;61.4;150;14;;150.2333333;;61;24;;61.4
Sol;10/08/2025 13:00;"+150°32'48.7""";"+61°09'16.0""";-26.56;—;1,013,535;150.5333333;61.15;150;32;;150.5333333;;61;9;;61.15
Sol;11/08/2025 13:00;"+150°51'11.5""";"+60°53'42.3""";-26.56;—;1,013,373;150.85;60.88333333;150;51;;150.85;;60;53;;60.88333333
Sol;12/08/2025 13:00;"+151°09'43.9""";"+60°37'56.1""";-26.56;—;1,013,208;151.15;60.61666667;151;9;;151.15;;60;37;;60.61666667
Sol;13/08/2025 13:00;"+151°28'24.0""";"+60°21'57.0""";-26.56;—;1,013,040;151.4666667;60.35;151;28;;151.4666667;;60;21;;60.35
Sol;14/08/2025 13:00;"+151°47'11.8""";"+60°05'45.5""";-26.56;—;1,012,870;151.7833333;60.08333333;151;47;;151.7833333;;60;5;;60.08333333
Sol;15/08/2025 13:00;"+152°06'05.4""";"+59°49'21.5""";-26.56;—;1,012,696;152.1;59.81666667;152;6;;152.1;;59;49;;59.81666667
Sol;16/08/2025 13:00;"+152°25'04.9""";"+59°32'45.3""";-26.56;—;1,012,519;152.4166667;59.53333333;152;25;;152.4166667;;59;32;;59.53333333
Sol;17/08/2025 13:00;"+152°44'08.5""";"+59°15'56.7""";-26.56;—;1,012,339;152.7333333;59.25;152;44;;152.7333333;;59;15;;59.25
Sol;18/08/2025 13:00;"+153°03'16.2""";"+58°58'56.4""";-26.56;—;1,012,154;153.05;58.96666667;153;3;;153.05;;58;58;;58.96666667
Sol;19/08/2025 13:00;"+153°22'26.6""";"+58°41'44.2""";-26.56;—;1,011,965;153.3666667;58.68333333;153;22;;153.3666667;;58;41;;58.68333333
Sol;20/08/2025 13:00;"+153°41'39.5""";"+58°24'20.5""";-26.56;—;1,011,771;153.6833333;58.4;153;41;;153.6833333;;58;24;;58.4
Sol;21/08/2025 13:00;"+154°00'53.6""";"+58°06'45.3""";-26.56;—;1,011,573;154;58.1;154;0;;154;;58;6;;58.1
Sol;22/08/2025 13:00;"+154°20'09.0""";"+57°48'59.1""";-26.56;—;1,011,370;154.3333333;57.8;154;20;;154.3333333;;57;48;;57.8
Sol;23/08/2025 13:00;"+154°39'24.2""";"+57°31'01.7""";-26.56;—;1,011,163;154.65;57.51666667;154;39;;154.65;;57;31;;57.51666667
Sol;24/08/2025 13:00;"+154°58'39.4""";"+57°12'53.9""";-26.56;—;1,010,950;154.9666667;57.2;154;58;;154.9666667;;57;12;;57.2
Sol;25/08/2025 13:00;"+155°17'53.2""";"+56°54'35.4""";-26.56;—;1,010,734;155.2833333;56.9;155;17;;155.2833333;;56;54;;56.9
Sol;26/08/2025 13:00;"+155°37'05.7""";"+56°36'06.8""";-26.56;—;1,010,513;155.6166667;56.6;155;37;;155.6166667;;56;36;;56.6
Sol;27/08/2025 13:00;"+155°56'15.6""";"+56°17'27.9""";-26.56;—;1,010,287;155.9333333;56.28333333;155;56;;155.9333333;;56;17;;56.28333333
Sol;28/08/2025 13:00;"+156°15'22.9""";"+55°58'39.4""";-26.56;—;1,010,058;156.25;55.96666667;156;15;;156.25;;55;58;;55.96666667
Sol;29/08/2025 13:00;"+156°34'26.4""";"+55°39'41.1""";-26.56;—;1,009,826;156.5666667;55.65;156;34;;156.5666667;;55;39;;55.65
Sol;30/08/2025 13:00;"+156°53'26.0""";"+55°20'33.5""";-26.56;—;1,009,590;156.8833333;55.33333333;156;53;;156.8833333;;55;20;;55.33333333
Sol;31/08/2025 13:00;"+157°12'20.6""";"+55°01'16.6""";-26.56;—;1,009,350;157.2;55.01666667;157;12;;157.2;;55;1;;55.01666667
Sol;01/09/2025 13:00;"+157°31'10.3""";"+54°41'50.9""";-26.56;—;1,009,109;157.5166667;54.68333333;157;31;;157.5166667;;54;41;;54.68333333
Sol;02/09/2025 13:00;"+157°49'53.7""";"+54°22'16.3""";-26.56;—;1,008,864;157.8166667;54.36666667;157;49;;157.8166667;;54;22;;54.36666667
Sol;03/09/2025 13:00;"+158°08'31.0""";"+54°02'33.4""";-26.56;—;1,008,618;158.1333333;54.03333333;158;8;;158.1333333;;54;2;;54.03333333
Sol;04/09/2025 13:00;"+158°27'01.0""";"+53°42'42.1""";-26.56;—;1,008,370;158.45;53.7;158;27;;158.45;;53;42;;53.7
Sol;05/09/2025 13:00;"+158°45'23.8""";"+53°22'42.8""";-26.56;—;1,008,120;158.75;53.36666667;158;45;;158.75;;53;22;;53.36666667
Sol;06/09/2025 13:00;"+159°03'38.1""";"+53°02'35.6""";-26.56;—;1,007,869;159.05;53.03333333;159;3;;159.05;;53;2;;53.03333333
Sol;07/09/2025 13:00;"+159°21'44.1""";"+52°42'20.8""";-26.56;—;1,007,618;159.35;52.7;159;21;;159.35;;52;42;;52.7
Sol;08/09/2025 13:00;"+159°39'40.6""";"+52°21'58.5""";-26.56;—;1,007,365;159.65;52.35;159;39;;159.65;;52;21;;52.35
Sol;09/09/2025 13:00;"+159°57'27.6""";"+52°01'29.0""";-26.56;—;1,007,112;159.95;52.01666667;159;57;;159.95;;52;1;;52.01666667
Sol;10/09/2025 13:00;"+160°15'04.0""";"+51°40'52.2""";-26.56;—;1,006,858;160.25;51.66666667;160;15;;160.25;;51;40;;51.66666667
Sol;11/09/2025 13:00;"+160°32'30.0""";"+51°20'08.8""";-26.56;—;1,006,603;160.5333333;51.33333333;160;32;;160.5333333;;51;20;;51.33333333
Sol;12/09/2025 13:00;"+160°49'44.5""";"+50°59'18.5""";-26.56;—;1,006,347;160.8166667;50.98333333;160;49;;160.8166667;;50;59;;50.98333333
Sol;13/09/2025 13:00;"+161°06'47.6""";"+50°38'22.1""";-26.56;—;1,006,090;161.1;50.63333333;161;6;;161.1;;50;38;;50.63333333
Sol;14/09/2025 13:00;"+161°23'38.4""";"+50°17'19.4""";-26.56;—;1,005,831;161.3833333;50.28333333;161;23;;161.3833333;;50;17;;50.28333333
Sol;15/09/2025 13:00;"+161°40'17.1""";"+49°56'11.0""";-26.56;—;1,005,571;161.6666667;49.93333333;161;40;;161.6666667;;49;56;;49.93333333
Sol;16/09/2025 13:00;"+161°56'42.7""";"+49°34'57.0""";-26.56;—;1,005,308;161.9333333;49.56666667;161;56;;161.9333333;;49;34;;49.56666667
Sol;17/09/2025 13:00;"+162°12'55.6""";"+49°13'37.9""";-26.56;—;1,005,043;162.2;49.21666667;162;12;;162.2;;49;13;;49.21666667
Sol;18/09/2025 13:00;"+162°28'54.8""";"+48°52'13.9""";-26.56;—;1,004,776;162.4666667;48.86666667;162;28;;162.4666667;;48;52;;48.86666667
Sol;19/09/2025 13:00;"+162°44'40.8""";"+48°30'45.5""";-26.56;—;1,004,507;162.7333333;48.5;162;44;;162.7333333;;48;30;;48.5
Sol;20/09/2025 13:00;"+163°00'12.6""";"+48°09'12.7""";-26.56;—;1,004,234;163;48.15;163;0;;163;;48;9;;48.15
Sol;21/09/2025 13:00;"+163°15'30.7""";"+47°47'36.3""";-26.56;—;1,003,959;163.25;47.78333333;163;15;;163.25;;47;47;;47.78333333
Sol;22/09/2025 13:00;"+163°30'34.2""";"+47°25'56.3""";-26.56;—;1,003,682;163.5;47.41666667;163;30;;163.5;;47;25;;47.41666667
Sol;23/09/2025 13:00;"+163°45'23.6""";"+47°04'13.3""";-26.56;—;1,003,402;163.75;47.06666667;163;45;;163.75;;47;4;;47.06666667
Sol;24/09/2025 13:00;"+163°59'58.0""";"+46°42'27.3""";-26.56;—;1,003,119;163.9833333;46.7;163;59;;163.9833333;;46;42;;46.7
Sol;25/09/2025 13:00;"+164°14'18.0""";"+46°20'39.1""";-26.56;—;1,002,835;164.2333333;46.33333333;164;14;;164.2333333;;46;20;;46.33333333
Sol;26/09/2025 13:00;"+164°28'22.6""";"+45°58'48.7""";-26.56;—;1,002,549;164.4666667;45.96666667;164;28;;164.4666667;;45;58;;45.96666667
Sol;27/09/2025 13:00;"+164°42'12.3""";"+45°36'56.7""";-26.56;—;1,002,261;164.7;45.6;164;42;;164.7;;45;36;;45.6
Sol;28/09/2025 13:00;"+164°55'46.3""";"+45°15'03.2""";-26.56;—;1,001,972;164.9166667;45.25;164;55;;164.9166667;;45;15;;45.25
Sol;29/09/2025 13:00;"+165°09'05.0""";"+44°53'08.9""";-26.55;—;1,001,682;165.15;44.88333333;165;9;;165.15;;44;53;;44.88333333
Sol;30/09/2025 13:00;"+165°22'07.6""";"+44°31'13.8""";-26.55;—;1,001,391;165.3666667;44.51666667;165;22;;165.3666667;;44;31;;44.51666667
Sol;01/10/2025 13:00;"+165°34'54.7""";"+44°09'18.6""";-26.55;—;1,001,099;165.5666667;44.15;165;34;;165.5666667;;44;9;;44.15
Sol;02/10/2025 13:00;"+165°47'25.3""";"+43°47'23.3""";-26.55;—;1,000,808;165.7833333;43.78333333;165;47;;165.7833333;;43;47;;43.78333333
Sol;03/10/2025 13:00;"+165°59'40.0""";"+43°25'28.7""";-26.55;—;1,000,517;165.9833333;43.41666667;165;59;;165.9833333;;43;25;;43.41666667
Sol;04/10/2025 13:00;"+166°11'38.0""";"+43°03'34.7""";-26.55;—;1,000,227;166.1833333;43.05;166;11;;166.1833333;;43;3;;43.05
Sol;05/10/2025 13:00;"+166°23'19.6""";"+42°41'41.9""";-26.55;—;0.999937;166.3833333;42.68333333;166;23;;166.3833333;;42;41;;42.68333333
Sol;06/10/2025 13:00;"+166°34'44.0""";"+42°19'50.5""";-26.55;—;0.999649;166.5666667;42.31666667;166;34;;166.5666667;;42;19;;42.31666667
Sol;07/10/2025 13:00;"+166°45'51.8""";"+41°58'01.0""";-26.55;—;0.999363;166.75;41.96666667;166;45;;166.75;;41;58;;41.96666667
Sol;08/10/2025 13:00;"+166°56'41.9""";"+41°36'13.5""";-26.55;—;0.999078;166.9333333;41.6;166;56;;166.9333333;;41;36;;41.6
Sol;09/10/2025 13:00;"+167°07'15.0""";"+41°14'28.4""";-26.55;—;0.998795;167.1166667;41.23333333;167;7;;167.1166667;;41;14;;41.23333333
Sol;10/10/2025 13:00;"+167°17'30.1""";"+40°52'46.0""";-26.55;—;0.998513;167.2833333;40.86666667;167;17;;167.2833333;;40;52;;40.86666667
Sol;11/10/2025 13:00;"+167°27'27.7""";"+40°31'06.9""";-26.55;—;0.998233;167.45;40.51666667;167;27;;167.45;;40;31;;40.51666667
Sol;12/10/2025 13:00;"+167°37'07.2""";"+40°09'31.0""";-26.55;—;0.997954;167.6166667;40.15;167;37;;167.6166667;;40;9;;40.15
Sol;13/10/2025 13:00;"+167°46'29.0""";"+39°47'59.2""";-26.54;—;0.997676;167.7666667;39.78333333;167;46;;167.7666667;;39;47;;39.78333333
Sol;14/10/2025 13:00;"+167°55'32.4""";"+39°26'31.6""";-26.54;—;0.997399;167.9166667;39.43333333;167;55;;167.9166667;;39;26;;39.43333333
Sol;15/10/2025 13:00;"+168°04'17.9""";"+39°05'08.8""";-26.54;—;0.997122;168.0666667;39.08333333;168;4;;168.0666667;;39;5;;39.08333333
Sol;16/10/2025 13:00;"+168°12'45.0""";"+38°43'51.0""";-26.54;—;0.996846;168.2;38.71666667;168;12;;168.2;;38;43;;38.71666667
Sol;17/10/2025 13:00;"+168°20'54.2""";"+38°22'38.8""";-26.54;—;0.996569;168.3333333;38.36666667;168;20;;168.3333333;;38;22;;38.36666667
Sol;18/10/2025 13:00;"+168°28'44.9""";"+38°01'32.6""";-26.54;—;0.996293;168.4666667;38.01666667;168;28;;168.4666667;;38;1;;38.01666667
Sol;19/10/2025 13:00;"+168°36'17.8""";"+37°40'32.9""";-26.54;—;0.996016;168.6;37.66666667;168;36;;168.6;;37;40;;37.66666667
Sol;20/10/2025 13:00;"+168°43'32.2""";"+37°19'39.9""";-26.54;—;0.99574;168.7166667;37.31666667;168;43;;168.7166667;;37;19;;37.31666667
Sol;21/10/2025 13:00;"+168°50'28.8""";"+36°58'54.3""";-26.54;—;0.995463;168.8333333;36.96666667;168;50;;168.8333333;;36;58;;36.96666667
Sol;22/10/2025 13:00;"+168°57'07.0""";"+36°38'16.3""";-26.54;—;0.995186;168.95;36.63333333;168;57;;168.95;;36;38;;36.63333333
Sol;23/10/2025 13:00;"+169°03'27.6""";"+36°17'46.6""";-26.53;—;0.99491;169.05;36.28333333;169;3;;169.05;;36;17;;36.28333333
Sol;24/10/2025 13:00;"+169°09'29.8""";"+35°57'25.4""";-26.53;—;0.994634;169.15;35.95;169;9;;169.15;;35;57;;35.95
Sol;25/10/2025 13:00;"+169°15'14.5""";"+35°37'13.3""";-26.53;—;0.994358;169.25;35.61666667;169;15;;169.25;;35;37;;35.61666667
Sol;26/10/2025 12:00;"+169°20'41.0""";"+35°17'10.6""";-26.53;—;0.994083;169.3333333;35.28333333;169;20;;169.3333333;;35;17;;35.28333333
Sol;27/10/2025 12:00;"+169°25'50.0""";"+34°57'17.9""";-26.53;—;0.993809;169.4166667;34.95;169;25;;169.4166667;;34;57;;34.95
Sol;28/10/2025 12:00;"+169°30'41.0""";"+34°37'35.4""";-26.53;—;0.993536;169.5;34.61666667;169;30;;169.5;;34;37;;34.61666667
Sol;29/10/2025 12:00;"+169°35'14.6""";"+34°18'03.7""";-26.53;—;0.993265;169.5833333;34.3;169;35;;169.5833333;;34;18;;34.3
Sol;30/10/2025 12:00;"+169°39'30.4""";"+33°58'43.2""";-26.53;—;0.992996;169.65;33.96666667;169;39;;169.65;;33;58;;33.96666667
Sol;31/10/2025 12:00;"+169°43'28.9""";"+33°39'34.4""";-26.52;—;0.992728;169.7166667;33.65;169;43;;169.7166667;;33;39;;33.65
Sol;01/11/2025 12:00;"+169°47'09.6""";"+33°20'37.4""";-26.52;—;0.992464;169.7833333;33.33333333;169;47;;169.7833333;;33;20;;33.33333333
Sol;02/11/2025 12:00;"+169°50'33.2""";"+33°01'53.0""";-26.52;—;0.992202;169.8333333;33.01666667;169;50;;169.8333333;;33;1;;33.01666667
Sol;03/11/2025 12:00;"+169°53'39.1""";"+32°43'21.3""";-26.52;—;0.991944;169.8833333;32.71666667;169;53;;169.8833333;;32;43;;32.71666667
Sol;04/11/2025 12:00;"+169°56'27.9""";"+32°25'02.8""";-26.52;—;0.991689;169.9333333;32.41666667;169;56;;169.9333333;;32;25;;32.41666667
Sol;05/11/2025 12:00;"+169°58'59.0""";"+32°06'57.8""";-26.52;—;0.991439;169.9666667;32.1;169;58;;169.9666667;;32;6;;32.1
Sol;06/11/2025 12:00;"+170°01'13.0""";"+31°49'06.7""";-26.52;—;0.991192;170.0166667;31.81666667;170;1;;170.0166667;;31;49;;31.81666667
Sol;07/11/2025 12:00;"+170°03'09.4""";"+31°31'29.8""";-26.51;—;0.99095;170.05;31.51666667;170;3;;170.05;;31;31;;31.51666667
Sol;08/11/2025 12:00;"+170°04'48.8""";"+31°14'07.6""";-26.51;—;0.990712;170.0666667;31.23333333;170;4;;170.0666667;;31;14;;31.23333333
Sol;09/11/2025 12:00;"+170°06'10.7""";"+30°57'00.4""";-26.51;—;0.990477;170.1;30.95;170;6;;170.1;;30;57;;30.95
Sol;10/11/2025 12:00;"+170°07'15.7""";"+30°40'08.6""";-26.51;—;0.990247;170.1166667;30.66666667;170;7;;170.1166667;;30;40;;30.66666667
Sol;11/11/2025 12:00;"+170°08'03.3""";"+30°23'32.5""";-26.51;—;0.99002;170.1333333;30.38333333;170;8;;170.1333333;;30;23;;30.38333333
Sol;12/11/2025 12:00;"+170°08'34.2""";"+30°07'12.8""";-26.51;—;0.989795;170.1333333;30.11666667;170;8;;170.1333333;;30;7;;30.11666667
Sol;13/11/2025 12:00;"+170°08'48.0""";"+29°51'09.7""";-26.5;—;0.989574;170.1333333;29.85;170;8;;170.1333333;;29;51;;29.85
Sol;14/11/2025 12:00;"+170°08'45.4""";"+29°35'23.7""";-26.5;—;0.989356;170.1333333;29.58333333;170;8;;170.1333333;;29;35;;29.58333333
Sol;15/11/2025 12:00;"+170°08'26.1""";"+29°19'55.0""";-26.5;—;0.98914;170.1333333;29.31666667;170;8;;170.1333333;;29;19;;29.31666667
Sol;16/11/2025 12:00;"+170°07'50.8""";"+29°04'44.4""";-26.5;—;0.988927;170.1166667;29.06666667;170;7;;170.1166667;;29;4;;29.06666667
Sol;17/11/2025 12:00;"+170°06'59.1""";"+28°49'51.9""";-26.5;—;0.988716;170.1;28.81666667;170;6;;170.1;;28;49;;28.81666667
Sol;18/11/2025 12:00;"+170°05'52.0""";"+28°35'18.2""";-26.5;—;0.988507;170.0833333;28.58333333;170;5;;170.0833333;;28;35;;28.58333333
Sol;19/11/2025 12:00;"+170°04'28.9""";"+28°21'03.4""";-26.49;—;0.9883;170.0666667;28.35;170;4;;170.0666667;;28;21;;28.35
Sol;20/11/2025 12:00;"+170°02'50.8""";"+28°07'08.1""";-26.49;—;0.988096;170.0333333;28.11666667;170;2;;170.0333333;;28;7;;28.11666667
Sol;21/11/2025 12:00;"+170°00'57.3""";"+27°53'32.6""";-26.49;—;0.987894;170;27.88333333;170;0;;170;;27;53;;27.88333333
Sol;22/11/2025 12:00;"+169°58'49.3""";"+27°40'17.3""";-26.49;—;0.987695;169.9666667;27.66666667;169;58;;169.9666667;;27;40;;27.66666667
Sol;23/11/2025 12:00;"+169°56'26.5""";"+27°27'22.5""";-26.49;—;0.987498;169.9333333;27.45;169;56;;169.9333333;;27;27;;27.45
Sol;24/11/2025 12:00;"+169°53'49.7""";"+27°14'48.6""";-26.49;—;0.987304;169.8833333;27.23333333;169;53;;169.8833333;;27;14;;27.23333333
Sol;25/11/2025 12:00;"+169°50'58.5""";"+27°02'36.0""";-26.49;—;0.987113;169.8333333;27.03333333;169;50;;169.8333333;;27;2;;27.03333333
Sol;26/11/2025 12:00;"+169°47'54.0""";"+26°50'45.0""";-26.48;—;0.986925;169.7833333;26.83333333;169;47;;169.7833333;;26;50;;26.83333333
Sol;27/11/2025 12:00;"+169°44'35.7""";"+26°39'15.9""";-26.48;—;0.98674;169.7333333;26.65;169;44;;169.7333333;;26;39;;26.65
Sol;28/11/2025 12:00;"+169°41'04.6""";"+26°28'09.1""";-26.48;—;0.986559;169.6833333;26.46666667;169;41;;169.6833333;;26;28;;26.46666667
Sol;29/11/2025 12:00;"+169°37'20.4""";"+26°17'24.8""";-26.48;—;0.986382;169.6166667;26.28333333;169;37;;169.6166667;;26;17;;26.28333333
Sol;30/11/2025 12:00;"+169°33'23.8""";"+26°07'03.4""";-26.48;—;0.98621;169.55;26.11666667;169;33;;169.55;;26;7;;26.11666667
Sol;01/12/2025 12:00;"+169°29'14.5""";"+25°57'05.1""";-26.48;—;0.986043;169.4833333;25.95;169;29;;169.4833333;;25;57;;25.95
Sol;02/12/2025 12:00;"+169°24'53.5""";"+25°47'30.3""";-26.48;—;0.98588;169.4;25.78333333;169;24;;169.4;;25;47;;25.78333333
Sol;03/12/2025 12:00;"+169°20'20.2""";"+25°38'19.0""";-26.47;—;0.985724;169.3333333;25.63333333;169;20;;169.3333333;;25;38;;25.63333333
Sol;04/12/2025 12:00;"+169°15'35.5""";"+25°29'31.7""";-26.47;—;0.985573;169.25;25.48333333;169;15;;169.25;;25;29;;25.48333333
Sol;05/12/2025 12:00;"+169°10'39.1""";"+25°21'08.3""";-26.47;—;0.985428;169.1666667;25.35;169;10;;169.1666667;;25;21;;25.35
Sol;06/12/2025 12:00;"+169°05'31.8""";"+25°13'09.3""";-26.47;—;0.985289;169.0833333;25.21666667;169;5;;169.0833333;;25;13;;25.21666667
Sol;07/12/2025 12:00;"+169°00'13.1""";"+25°05'34.7""";-26.47;—;0.985156;169;25.08333333;169;0;;169;;25;5;;25.08333333
Sol;08/12/2025 12:00;"+168°54'44.0""";"+24°58'25.0""";-26.47;—;0.985028;168.9;24.96666667;168;54;;168.9;;24;58;;24.96666667
Sol;09/12/2025 12:00;"+168°49'04.1""";"+24°51'40.2""";-26.47;—;0.984906;168.8166667;24.85;168;49;;168.8166667;;24;51;;24.85
Sol;10/12/2025 12:00;"+168°43'14.2""";"+24°45'20.7""";-26.47;—;0.98479;168.7166667;24.75;168;43;;168.7166667;;24;45;;24.75
Sol;11/12/2025 12:00;"+168°37'14.1""";"+24°39'26.5""";-26.47;—;0.984678;168.6166667;24.65;168;37;;168.6166667;;24;39;;24.65
Sol;12/12/2025 12:00;"+168°31'04.6""";"+24°33'58.0""";-26.46;—;0.984572;168.5166667;24.55;168;31;;168.5166667;;24;33;;24.55
Sol;13/12/2025 12:00;"+168°24'45.6""";"+24°28'55.3""";-26.46;—;0.984469;168.4;24.46666667;168;24;;168.4;;24;28;;24.46666667
Sol;14/12/2025 12:00;"+168°18'17.9""";"+24°24'18.7""";-26.46;—;0.984371;168.3;24.4;168;18;;168.3;;24;24;;24.4
Sol;15/12/2025 12:00;"+168°11'41.4""";"+24°20'08.1""";-26.46;—;0.984278;168.1833333;24.33333333;168;11;;168.1833333;;24;20;;24.33333333
Sol;16/12/2025 12:00;"+168°04'57.0""";"+24°16'23.9""";-26.46;—;0.984188;168.0666667;24.26666667;168;4;;168.0666667;;24;16;;24.26666667
Sol;17/12/2025 12:00;"+167°58'04.4""";"+24°13'06.1""";-26.46;—;0.984102;167.9666667;24.21666667;167;58;;167.9666667;;24;13;;24.21666667
Sol;18/12/2025 12:00;"+167°51'04.8""";"+24°10'15.0""";-26.46;—;0.98402;167.85;24.16666667;167;51;;167.85;;24;10;;24.16666667
